creation,customer,customer_name,docstatus,due_date,grand_total,modified,name,posting_date,status,territory
2026-01-11 06:11:25.912147,Leena Khan 981,Leena Khan 981,0,2024-09-21,247.68,2026-01-11 06:11:25.912147,ACC-SINV-2026-02747,2024-07-23,Draft,Airport Branch
2026-01-11 06:11:26.095375,Leena Khan 981,Leena Khan 981,0,2024-10-07,409.24,2026-01-11 06:11:26.095375,ACC-SINV-2026-02748,2024-08-19,Draft,Airport Branch
2026-01-11 06:11:26.278861,Leena Khan 981,Leena Khan 981,0,2024-10-30,381.79,2026-01-11 06:11:26.278861,ACC-SINV-2026-02749,2024-09-28,Draft,Airport Branch
2026-01-11 06:11:26.465389,Leena Khan 981,Leena Khan 981,0,2024-11-29,39517.58,2026-01-11 06:11:26.465389,ACC-SINV-2026-02750,2024-10-19,Draft,Airport Branch
2026-01-11 06:11:26.649954,Leena Khan 981,Leena Khan 981,0,2025-01-05,312.05,2026-01-11 06:11:26.649954,ACC-SINV-2026-02751,2024-11-06,Draft,Airport Branch
2026-01-11 06:11:26.832222,Leena Khan 981,Leena Khan 981,0,2025-01-05,365.49,2026-01-11 06:11:26.832222,ACC-SINV-2026-02752,2024-11-24,Draft,Airport Branch
2026-01-11 06:11:27.013314,Leena Khan 981,Leena Khan 981,0,2025-01-14,14828.93,2026-01-11 06:11:27.013314,ACC-SINV-2026-02753,2024-12-12,Draft,Airport Branch
2026-01-11 06:11:27.191307,Leena Khan 981,Leena Khan 981,0,2025-03-08,908.06,2026-01-11 06:11:27.191307,ACC-SINV-2026-02754,2025-01-15,Draft,Airport Branch
2026-01-11 06:11:27.371816,Leena Khan 981,Leena Khan 981,0,2025-03-27,481.74,2026-01-11 06:11:27.371816,ACC-SINV-2026-02755,2025-02-12,Draft,Airport Branch
2026-01-11 06:11:27.552455,Leena Khan 981,Leena Khan 981,0,2025-04-29,4151.21,2026-01-11 06:11:27.552455,ACC-SINV-2026-02756,2025-03-15,Draft,Airport Branch
2026-01-11 06:11:28.062281,Leena Khan 981,Leena Khan 981,0,2025-05-11,750.53,2026-01-11 06:11:28.062281,ACC-SINV-2026-02757,2025-04-03,Draft,Airport Branch
2026-01-11 06:11:28.242524,Leena Khan 981,Leena Khan 981,0,2025-07-01,458.37,2026-01-11 06:11:28.242524,ACC-SINV-2026-02758,2025-05-04,Draft,Airport Branch
2026-01-11 06:11:28.423956,Leena Khan 981,Leena Khan 981,0,2025-08-11,29976.73,2026-01-11 06:11:28.423956,ACC-SINV-2026-02759,2025-06-16,Draft,Airport Branch
2026-01-11 06:11:28.605588,Leena Khan 981,Leena Khan 981,0,2025-08-14,1348.23,2026-01-11 06:11:28.605588,ACC-SINV-2026-02760,2025-07-07,Draft,Airport Branch
2026-01-11 06:11:28.790363,Leena Khan 981,Leena Khan 981,0,2025-09-09,1393.67,2026-01-11 06:11:28.790363,ACC-SINV-2026-02761,2025-07-27,Draft,Airport Branch
2026-01-11 06:11:28.973727,Leena Khan 981,Leena Khan 981,0,2025-09-21,26884.36,2026-01-11 06:11:28.973727,ACC-SINV-2026-02762,2025-08-20,Draft,Airport Branch
2026-01-11 06:11:29.154135,Leena Khan 981,Leena Khan 981,0,2025-11-07,58973.41,2026-01-11 06:11:29.154135,ACC-SINV-2026-02763,2025-09-25,Draft,Airport Branch
2026-01-11 06:11:29.337731,Leena Khan 981,Leena Khan 981,0,2025-12-25,5311.2,2026-01-11 06:11:29.337731,ACC-SINV-2026-02764,2025-11-09,Draft,Airport Branch
2026-01-11 06:11:29.519961,Leena Khan 981,Leena Khan 981,0,2026-01-21,280.91,2026-01-11 06:11:29.519961,ACC-SINV-2026-02765,2025-11-24,Draft,Airport Branch
2026-01-11 06:11:29.704195,Leena Khan 981,Leena Khan 981,0,2026-02-08,33662.56,2026-01-11 06:11:29.704195,ACC-SINV-2026-02766,2025-12-14,Draft,Airport Branch
2026-01-11 06:11:30.221187,Zainab Mirza 494,Zainab Mirza 494,0,2024-11-17,11657.97,2026-01-11 06:11:30.221187,ACC-SINV-2026-02767,2024-09-21,Draft,Downtown Branch
2026-01-11 06:11:30.410711,Zainab Mirza 494,Zainab Mirza 494,0,2024-12-01,395.47,2026-01-11 06:11:30.410711,ACC-SINV-2026-02768,2024-10-12,Draft,Downtown Branch
2026-01-11 06:11:30.595961,Zainab Mirza 494,Zainab Mirza 494,0,2025-01-12,38288.83,2026-01-11 06:11:30.595961,ACC-SINV-2026-02769,2024-11-18,Draft,Downtown Branch
2026-01-11 06:11:30.777644,Zainab Mirza 494,Zainab Mirza 494,0,2025-01-05,449.15,2026-01-11 06:11:30.777644,ACC-SINV-2026-02770,2024-12-06,Draft,Downtown Branch
2026-01-11 06:11:30.961197,Zainab Mirza 494,Zainab Mirza 494,0,2025-02-24,1436.63,2026-01-11 06:11:30.961197,ACC-SINV-2026-02771,2025-01-07,Draft,Downtown Branch
2026-01-11 06:11:31.145782,Zainab Mirza 494,Zainab Mirza 494,0,2025-04-03,9871.89,2026-01-11 06:11:31.145782,ACC-SINV-2026-02772,2025-02-05,Draft,Downtown Branch
2026-01-11 06:11:31.325775,Zainab Mirza 494,Zainab Mirza 494,0,2025-04-28,602.4,2026-01-11 06:11:31.325775,ACC-SINV-2026-02773,2025-03-17,Draft,Downtown Branch
2026-01-11 06:11:31.509306,Zainab Mirza 494,Zainab Mirza 494,0,2025-06-10,162.9,2026-01-11 06:11:31.509306,ACC-SINV-2026-02774,2025-04-15,Draft,Downtown Branch
2026-01-11 06:11:31.693792,Zainab Mirza 494,Zainab Mirza 494,0,2025-06-17,8497.2,2026-01-11 06:11:31.693792,ACC-SINV-2026-02775,2025-05-13,Draft,Downtown Branch
2026-01-11 06:11:31.877143,Zainab Mirza 494,Zainab Mirza 494,0,2025-08-04,822.5,2026-01-11 06:11:31.877143,ACC-SINV-2026-02776,2025-06-23,Draft,Downtown Branch
2026-01-11 06:11:32.440784,Zainab Mirza 494,Zainab Mirza 494,0,2025-08-15,91017.12,2026-01-11 06:11:32.440784,ACC-SINV-2026-02777,2025-07-15,Draft,Downtown Branch
2026-01-11 06:11:32.624955,Zainab Mirza 494,Zainab Mirza 494,0,2025-09-14,878.47,2026-01-11 06:11:32.624955,ACC-SINV-2026-02778,2025-08-11,Draft,Downtown Branch
2026-01-11 06:11:32.810240,Zainab Mirza 494,Zainab Mirza 494,0,2025-11-19,572.53,2026-01-11 06:11:32.810240,ACC-SINV-2026-02779,2025-09-20,Draft,Downtown Branch
2026-01-11 06:11:32.992211,Zainab Mirza 494,Zainab Mirza 494,0,2025-12-15,848.03,2026-01-11 06:11:32.992211,ACC-SINV-2026-02780,2025-10-20,Draft,Downtown Branch
2026-01-11 06:11:33.173322,Zainab Mirza 494,Zainab Mirza 494,0,2025-12-28,6207.04,2026-01-11 06:11:33.173322,ACC-SINV-2026-02781,2025-11-15,Draft,Downtown Branch
2026-01-11 06:11:33.358728,Zainab Mirza 494,Zainab Mirza 494,0,2026-02-02,8469.52,2026-01-11 06:11:33.358728,ACC-SINV-2026-02782,2025-12-06,Draft,Downtown Branch
2026-01-11 06:11:33.544118,Zainab Mirza 494,Zainab Mirza 494,0,2026-02-12,286.1,2026-01-11 06:11:33.544118,ACC-SINV-2026-02783,2026-01-01,Draft,Downtown Branch
2026-01-11 06:11:33.726983,Jamal Siddiqui 539,Jamal Siddiqui 539,0,2023-10-22,37594.67,2026-01-11 06:11:33.726983,ACC-SINV-2026-02784,2023-08-27,Draft,University Branch
2026-01-11 06:11:33.917625,Jamal Siddiqui 539,Jamal Siddiqui 539,0,2023-11-09,331.21,2026-01-11 06:11:33.917625,ACC-SINV-2026-02785,2023-10-01,Draft,University Branch
2026-01-11 06:11:34.099019,Jamal Siddiqui 539,Jamal Siddiqui 539,0,2023-12-08,63830.21,2026-01-11 06:11:34.099019,ACC-SINV-2026-02786,2023-10-28,Draft,University Branch
2026-01-11 06:11:34.608042,Jamal Siddiqui 539,Jamal Siddiqui 539,0,2024-01-08,4704.54,2026-01-11 06:11:34.608042,ACC-SINV-2026-02787,2023-12-09,Draft,University Branch
2026-01-11 06:11:34.789210,Jamal Siddiqui 539,Jamal Siddiqui 539,0,2024-02-25,42939.88,2026-01-11 06:11:34.789210,ACC-SINV-2026-02788,2024-01-22,Draft,University Branch
2026-01-11 06:11:34.975836,Jamal Siddiqui 539,Jamal Siddiqui 539,0,2024-04-02,183.16,2026-01-11 06:11:34.975836,ACC-SINV-2026-02789,2024-02-16,Draft,University Branch
2026-01-11 06:11:35.154816,Jamal Siddiqui 539,Jamal Siddiqui 539,0,2024-05-19,15120.56,2026-01-11 06:11:35.154816,ACC-SINV-2026-02790,2024-03-26,Draft,University Branch
2026-01-11 06:11:35.342108,Jamal Siddiqui 539,Jamal Siddiqui 539,0,2024-06-20,1495.2,2026-01-11 06:11:35.342108,ACC-SINV-2026-02791,2024-04-22,Draft,University Branch
2026-01-11 06:11:35.525798,Jamal Siddiqui 539,Jamal Siddiqui 539,0,2024-07-06,396.79,2026-01-11 06:11:35.525798,ACC-SINV-2026-02792,2024-05-08,Draft,University Branch
2026-01-11 06:11:35.707510,Jamal Siddiqui 539,Jamal Siddiqui 539,0,2024-07-26,175.42,2026-01-11 06:11:35.707510,ACC-SINV-2026-02793,2024-06-02,Draft,University Branch
2026-01-11 06:11:35.889206,Jamal Siddiqui 539,Jamal Siddiqui 539,0,2024-08-10,667.79,2026-01-11 06:11:35.889206,ACC-SINV-2026-02794,2024-07-09,Draft,University Branch
2026-01-11 06:11:36.070193,Jamal Siddiqui 539,Jamal Siddiqui 539,0,2024-09-25,1604.39,2026-01-11 06:11:36.070193,ACC-SINV-2026-02795,2024-08-15,Draft,University Branch
2026-01-11 06:11:36.256171,Jamal Siddiqui 539,Jamal Siddiqui 539,0,2024-10-24,648.17,2026-01-11 06:11:36.256171,ACC-SINV-2026-02796,2024-08-31,Draft,University Branch
2026-01-11 06:11:36.782073,Jamal Siddiqui 539,Jamal Siddiqui 539,0,2024-11-11,184.73,2026-01-11 06:11:36.782073,ACC-SINV-2026-02797,2024-10-01,Draft,University Branch
2026-01-11 06:11:36.966045,Jamal Siddiqui 539,Jamal Siddiqui 539,0,2025-01-02,257.22,2026-01-11 06:11:36.966045,ACC-SINV-2026-02798,2024-11-12,Draft,University Branch
2026-01-11 06:11:37.146286,Jamal Siddiqui 539,Jamal Siddiqui 539,0,2025-02-04,209.83,2026-01-11 06:11:37.146286,ACC-SINV-2026-02799,2024-12-20,Draft,University Branch
2026-01-11 06:11:37.332378,Jamal Siddiqui 539,Jamal Siddiqui 539,0,2025-02-09,94.68,2026-01-11 06:11:37.332378,ACC-SINV-2026-02800,2025-01-05,Draft,University Branch
2026-01-11 06:11:37.516979,Jamal Siddiqui 539,Jamal Siddiqui 539,0,2025-04-15,540.26,2026-01-11 06:11:37.516979,ACC-SINV-2026-02801,2025-02-18,Draft,University Branch
2026-01-11 06:11:37.697967,Jamal Siddiqui 539,Jamal Siddiqui 539,0,2025-05-11,254.63,2026-01-11 06:11:37.697967,ACC-SINV-2026-02802,2025-04-04,Draft,University Branch
2026-01-11 06:11:37.879833,Jamal Siddiqui 539,Jamal Siddiqui 539,0,2025-06-14,10174.1,2026-01-11 06:11:37.879833,ACC-SINV-2026-02803,2025-04-22,Draft,University Branch
2026-01-11 06:11:38.062612,Jamal Siddiqui 539,Jamal Siddiqui 539,0,2025-07-18,193.0,2026-01-11 06:11:38.062612,ACC-SINV-2026-02804,2025-05-20,Draft,University Branch
2026-01-11 06:11:38.243078,Jamal Siddiqui 539,Jamal Siddiqui 539,0,2025-08-23,88.56,2026-01-11 06:11:38.243078,ACC-SINV-2026-02805,2025-06-27,Draft,University Branch
2026-01-11 06:11:38.423060,Jamal Siddiqui 539,Jamal Siddiqui 539,0,2025-09-19,37710.03,2026-01-11 06:11:38.423060,ACC-SINV-2026-02806,2025-08-05,Draft,University Branch
2026-01-11 06:11:38.976553,Jamal Siddiqui 539,Jamal Siddiqui 539,0,2025-10-12,191.0,2026-01-11 06:11:38.976553,ACC-SINV-2026-02807,2025-09-08,Draft,University Branch
2026-01-11 06:11:39.159413,Jamal Siddiqui 539,Jamal Siddiqui 539,0,2025-11-08,103.41,2026-01-11 06:11:39.159413,ACC-SINV-2026-02808,2025-10-04,Draft,University Branch
2026-01-11 06:11:39.340119,Jamal Siddiqui 539,Jamal Siddiqui 539,0,2025-12-11,54650.86,2026-01-11 06:11:39.340119,ACC-SINV-2026-02809,2025-10-28,Draft,University Branch
2026-01-11 06:11:39.526188,Jamal Siddiqui 539,Jamal Siddiqui 539,0,2026-01-05,9704.23,2026-01-11 06:11:39.526188,ACC-SINV-2026-02810,2025-11-25,Draft,University Branch
2026-01-11 06:11:39.713335,Jamal Siddiqui 539,Jamal Siddiqui 539,0,2026-01-26,36277.19,2026-01-11 06:11:39.713335,ACC-SINV-2026-02811,2025-12-14,Draft,University Branch
2026-01-11 06:11:39.893710,Samira Uddin 875,Samira Uddin 875,0,2023-12-07,1162.76,2026-01-11 06:11:39.893710,ACC-SINV-2026-02812,2023-10-13,Draft,Eastside Branch
2026-01-11 06:11:40.080764,Samira Uddin 875,Samira Uddin 875,0,2023-12-16,202.22,2026-01-11 06:11:40.080764,ACC-SINV-2026-02813,2023-11-06,Draft,Eastside Branch
2026-01-11 06:11:40.262839,Samira Uddin 875,Samira Uddin 875,0,2024-01-24,331.67,2026-01-11 06:11:40.262839,ACC-SINV-2026-02814,2023-11-26,Draft,Eastside Branch
2026-01-11 06:11:40.448729,Samira Uddin 875,Samira Uddin 875,0,2024-02-16,191.96,2026-01-11 06:11:40.448729,ACC-SINV-2026-02815,2023-12-25,Draft,Eastside Branch
2026-01-11 06:11:40.627701,Samira Uddin 875,Samira Uddin 875,0,2024-03-12,1346.0,2026-01-11 06:11:40.627701,ACC-SINV-2026-02816,2024-01-13,Draft,Eastside Branch
2026-01-11 06:11:41.186292,Samira Uddin 875,Samira Uddin 875,0,2024-03-03,918.04,2026-01-11 06:11:41.186292,ACC-SINV-2026-02817,2024-01-28,Draft,Eastside Branch
2026-01-11 06:11:41.378262,Samira Uddin 875,Samira Uddin 875,0,2024-04-16,109.35,2026-01-11 06:11:41.378262,ACC-SINV-2026-02818,2024-03-03,Draft,Eastside Branch
2026-01-11 06:11:41.563727,Samira Uddin 875,Samira Uddin 875,0,2024-04-27,16511.38,2026-01-11 06:11:41.563727,ACC-SINV-2026-02819,2024-03-20,Draft,Eastside Branch
2026-01-11 06:11:41.753225,Samira Uddin 875,Samira Uddin 875,0,2024-05-23,84.05,2026-01-11 06:11:41.753225,ACC-SINV-2026-02820,2024-04-08,Draft,Eastside Branch
2026-01-11 06:11:41.972769,Samira Uddin 875,Samira Uddin 875,0,2024-06-16,14666.75,2026-01-11 06:11:41.972769,ACC-SINV-2026-02821,2024-05-04,Draft,Eastside Branch
2026-01-11 06:11:42.165886,Samira Uddin 875,Samira Uddin 875,0,2024-07-25,394.86,2026-01-11 06:11:42.165886,ACC-SINV-2026-02822,2024-05-30,Draft,Eastside Branch
2026-01-11 06:11:42.363818,Samira Uddin 875,Samira Uddin 875,0,2024-08-28,11628.94,2026-01-11 06:11:42.363818,ACC-SINV-2026-02823,2024-07-01,Draft,Eastside Branch
2026-01-11 06:11:42.559398,Samira Uddin 875,Samira Uddin 875,0,2024-09-14,364.52,2026-01-11 06:11:42.559398,ACC-SINV-2026-02824,2024-07-16,Draft,Eastside Branch
2026-01-11 06:11:42.751912,Samira Uddin 875,Samira Uddin 875,0,2024-09-20,6685.57,2026-01-11 06:11:42.751912,ACC-SINV-2026-02825,2024-08-17,Draft,Eastside Branch
2026-01-11 06:11:42.950464,Samira Uddin 875,Samira Uddin 875,0,2024-10-10,51.91,2026-01-11 06:11:42.950464,ACC-SINV-2026-02826,2024-09-03,Draft,Eastside Branch
2026-01-11 06:11:43.583716,Samira Uddin 875,Samira Uddin 875,0,2024-12-07,191.07,2026-01-11 06:11:43.583716,ACC-SINV-2026-02827,2024-10-16,Draft,Eastside Branch
2026-01-11 06:11:43.828922,Samira Uddin 875,Samira Uddin 875,0,2024-12-27,172.75,2026-01-11 06:11:43.828922,ACC-SINV-2026-02828,2024-11-24,Draft,Eastside Branch
2026-01-11 06:11:44.037185,Samira Uddin 875,Samira Uddin 875,0,2025-01-23,37987.31,2026-01-11 06:11:44.037185,ACC-SINV-2026-02829,2024-12-14,Draft,Eastside Branch
2026-01-11 06:11:44.239415,Samira Uddin 875,Samira Uddin 875,0,2025-02-27,1328.35,2026-01-11 06:11:44.239415,ACC-SINV-2026-02830,2025-01-15,Draft,Eastside Branch
2026-01-11 06:11:44.445281,Samira Uddin 875,Samira Uddin 875,0,2025-04-03,389.93,2026-01-11 06:11:44.445281,ACC-SINV-2026-02831,2025-02-02,Draft,Eastside Branch
2026-01-11 06:11:44.633724,Samira Uddin 875,Samira Uddin 875,0,2025-04-13,142.88,2026-01-11 06:11:44.633724,ACC-SINV-2026-02832,2025-02-19,Draft,Eastside Branch
2026-01-11 06:11:44.848841,Samira Uddin 875,Samira Uddin 875,0,2025-04-19,76225.6,2026-01-11 06:11:44.848841,ACC-SINV-2026-02833,2025-03-12,Draft,Eastside Branch
2026-01-11 06:11:45.053115,Samira Uddin 875,Samira Uddin 875,0,2025-05-23,290.53,2026-01-11 06:11:45.053115,ACC-SINV-2026-02834,2025-04-11,Draft,Eastside Branch
2026-01-11 06:11:45.260637,Salma Ahmed 437,Salma Ahmed 437,0,2023-12-06,1190.5,2026-01-11 06:11:45.260637,ACC-SINV-2026-02835,2023-10-29,Draft,Uptown Branch
2026-01-11 06:11:45.465084,Salma Ahmed 437,Salma Ahmed 437,0,2024-01-16,326.85,2026-01-11 06:11:45.465084,ACC-SINV-2026-02836,2023-12-02,Draft,Uptown Branch
2026-01-11 06:11:46.140385,Salma Ahmed 437,Salma Ahmed 437,0,2024-02-15,44691.68,2026-01-11 06:11:46.140385,ACC-SINV-2026-02837,2024-01-02,Draft,Uptown Branch
2026-01-11 06:11:46.335301,Salma Ahmed 437,Salma Ahmed 437,0,2024-03-29,1975.69,2026-01-11 06:11:46.335301,ACC-SINV-2026-02838,2024-02-08,Draft,Uptown Branch
2026-01-11 06:11:46.540077,Salma Ahmed 437,Salma Ahmed 437,0,2024-04-13,981.72,2026-01-11 06:11:46.540077,ACC-SINV-2026-02839,2024-02-28,Draft,Uptown Branch
2026-01-11 06:11:46.721449,Salma Ahmed 437,Salma Ahmed 437,0,2024-05-18,924.6,2026-01-11 06:11:46.721449,ACC-SINV-2026-02840,2024-03-29,Draft,Uptown Branch
2026-01-11 06:11:46.900522,Salma Ahmed 437,Salma Ahmed 437,0,2024-06-30,5341.2,2026-01-11 06:11:46.900522,ACC-SINV-2026-02841,2024-05-05,Draft,Uptown Branch
2026-01-11 06:11:47.079808,Salma Ahmed 437,Salma Ahmed 437,0,2024-06-30,43219.12,2026-01-11 06:11:47.079808,ACC-SINV-2026-02842,2024-05-28,Draft,Uptown Branch
2026-01-11 06:11:47.265424,Salma Ahmed 437,Salma Ahmed 437,0,2024-08-12,29515.15,2026-01-11 06:11:47.265424,ACC-SINV-2026-02843,2024-06-25,Draft,Uptown Branch
2026-01-11 06:11:47.446841,Salma Ahmed 437,Salma Ahmed 437,0,2024-09-01,973.44,2026-01-11 06:11:47.446841,ACC-SINV-2026-02844,2024-07-28,Draft,Uptown Branch
2026-01-11 06:11:47.635491,Salma Ahmed 437,Salma Ahmed 437,0,2024-09-18,34418.4,2026-01-11 06:11:47.635491,ACC-SINV-2026-02845,2024-08-18,Draft,Uptown Branch
2026-01-11 06:11:47.818287,Salma Ahmed 437,Salma Ahmed 437,0,2024-10-18,149.84,2026-01-11 06:11:47.818287,ACC-SINV-2026-02846,2024-09-09,Draft,Uptown Branch
2026-01-11 06:11:48.393445,Salma Ahmed 437,Salma Ahmed 437,0,2024-11-19,299.54,2026-01-11 06:11:48.393445,ACC-SINV-2026-02847,2024-10-03,Draft,Uptown Branch
2026-01-11 06:11:48.577640,Salma Ahmed 437,Salma Ahmed 437,0,2024-12-16,16881.09,2026-01-11 06:11:48.577640,ACC-SINV-2026-02848,2024-10-26,Draft,Uptown Branch
2026-01-11 06:11:48.760439,Salma Ahmed 437,Salma Ahmed 437,0,2025-01-30,95.06,2026-01-11 06:11:48.760439,ACC-SINV-2026-02849,2024-12-09,Draft,Uptown Branch
2026-01-11 06:11:48.942728,Salma Ahmed 437,Salma Ahmed 437,0,2025-03-06,1343.9,2026-01-11 06:11:48.942728,ACC-SINV-2026-02850,2025-01-08,Draft,Uptown Branch
2026-01-11 06:11:49.125372,Salma Ahmed 437,Salma Ahmed 437,0,2025-04-14,1440.58,2026-01-11 06:11:49.125372,ACC-SINV-2026-02851,2025-02-14,Draft,Uptown Branch
2026-01-11 06:11:49.306873,Salma Ahmed 437,Salma Ahmed 437,0,2025-05-02,268.16,2026-01-11 06:11:49.306873,ACC-SINV-2026-02852,2025-03-26,Draft,Uptown Branch
2026-01-11 06:11:49.487882,Salma Ahmed 437,Salma Ahmed 437,0,2025-06-17,975.68,2026-01-11 06:11:49.487882,ACC-SINV-2026-02853,2025-04-26,Draft,Uptown Branch
2026-01-11 06:11:49.671867,Salma Ahmed 437,Salma Ahmed 437,0,2025-07-26,183.31,2026-01-11 06:11:49.671867,ACC-SINV-2026-02854,2025-06-04,Draft,Uptown Branch
2026-01-11 06:11:49.853258,Salma Ahmed 437,Salma Ahmed 437,0,2025-08-26,1474.69,2026-01-11 06:11:49.853258,ACC-SINV-2026-02855,2025-06-28,Draft,Uptown Branch
2026-01-11 06:11:50.039435,Salma Ahmed 437,Salma Ahmed 437,0,2025-09-27,73263.66,2026-01-11 06:11:50.039435,ACC-SINV-2026-02856,2025-08-02,Draft,Uptown Branch
2026-01-11 06:11:50.557063,Salma Ahmed 437,Salma Ahmed 437,0,2025-10-22,10047.59,2026-01-11 06:11:50.557063,ACC-SINV-2026-02857,2025-08-23,Draft,Uptown Branch
2026-01-11 06:11:50.740618,Salma Ahmed 437,Salma Ahmed 437,0,2025-10-29,512.06,2026-01-11 06:11:50.740618,ACC-SINV-2026-02858,2025-09-20,Draft,Uptown Branch
2026-01-11 06:11:50.924958,Salma Ahmed 437,Salma Ahmed 437,0,2025-12-12,523.23,2026-01-11 06:11:50.924958,ACC-SINV-2026-02859,2025-10-28,Draft,Uptown Branch
2026-01-11 06:11:51.105933,Salma Ahmed 437,Salma Ahmed 437,0,2026-01-01,22303.53,2026-01-11 06:11:51.105933,ACC-SINV-2026-02860,2025-11-13,Draft,Uptown Branch
2026-01-11 06:11:51.290268,Salma Ahmed 437,Salma Ahmed 437,0,2026-01-01,8605.9,2026-01-11 06:11:51.290268,ACC-SINV-2026-02861,2025-11-30,Draft,Uptown Branch
2026-01-11 06:11:51.473762,Hana Khan 693,Hana Khan 693,0,2024-05-10,15438.54,2026-01-11 06:11:51.473762,ACC-SINV-2026-02862,2024-04-03,Draft,Suburban Branch
2026-01-11 06:11:51.663615,Hana Khan 693,Hana Khan 693,0,2024-05-31,6451.78,2026-01-11 06:11:51.663615,ACC-SINV-2026-02863,2024-04-25,Draft,Suburban Branch
2026-01-11 06:11:51.850162,Hana Khan 693,Hana Khan 693,0,2024-07-15,188.8,2026-01-11 06:11:51.850162,ACC-SINV-2026-02864,2024-06-05,Draft,Suburban Branch
2026-01-11 06:11:52.031310,Hana Khan 693,Hana Khan 693,0,2024-08-21,8327.71,2026-01-11 06:11:52.031310,ACC-SINV-2026-02865,2024-07-05,Draft,Suburban Branch
2026-01-11 06:11:52.213730,Hana Khan 693,Hana Khan 693,0,2024-09-23,86.85,2026-01-11 06:11:52.213730,ACC-SINV-2026-02866,2024-07-31,Draft,Suburban Branch
2026-01-11 06:11:52.764264,Hana Khan 693,Hana Khan 693,0,2024-10-15,109.81,2026-01-11 06:11:52.764264,ACC-SINV-2026-02867,2024-09-07,Draft,Suburban Branch
2026-01-11 06:11:52.948332,Hana Khan 693,Hana Khan 693,0,2024-11-05,60223.77,2026-01-11 06:11:52.948332,ACC-SINV-2026-02868,2024-09-24,Draft,Suburban Branch
2026-01-11 06:11:53.130940,Hana Khan 693,Hana Khan 693,0,2024-11-22,61767.54,2026-01-11 06:11:53.130940,ACC-SINV-2026-02869,2024-10-13,Draft,Suburban Branch
2026-01-11 06:11:53.310974,Hana Khan 693,Hana Khan 693,0,2024-12-27,3001.36,2026-01-11 06:11:53.310974,ACC-SINV-2026-02870,2024-11-17,Draft,Suburban Branch
2026-01-11 06:11:53.490182,Hana Khan 693,Hana Khan 693,0,2025-01-20,6777.14,2026-01-11 06:11:53.490182,ACC-SINV-2026-02871,2024-12-04,Draft,Suburban Branch
2026-01-11 06:11:53.668310,Hana Khan 693,Hana Khan 693,0,2025-03-06,276.61,2026-01-11 06:11:53.668310,ACC-SINV-2026-02872,2025-01-18,Draft,Suburban Branch
2026-01-11 06:11:53.850607,Hana Khan 693,Hana Khan 693,0,2025-03-25,126.3,2026-01-11 06:11:53.850607,ACC-SINV-2026-02873,2025-02-07,Draft,Suburban Branch
2026-01-11 06:11:54.031422,Hana Khan 693,Hana Khan 693,0,2025-05-08,728.74,2026-01-11 06:11:54.031422,ACC-SINV-2026-02874,2025-03-15,Draft,Suburban Branch
2026-01-11 06:11:54.212220,Hana Khan 693,Hana Khan 693,0,2025-05-22,18751.37,2026-01-11 06:11:54.212220,ACC-SINV-2026-02875,2025-04-15,Draft,Suburban Branch
2026-01-11 06:11:54.394904,Hana Khan 693,Hana Khan 693,0,2025-06-29,581.34,2026-01-11 06:11:54.394904,ACC-SINV-2026-02876,2025-05-30,Draft,Suburban Branch
2026-01-11 06:11:54.931003,Hana Khan 693,Hana Khan 693,0,2025-07-24,18479.46,2026-01-11 06:11:54.931003,ACC-SINV-2026-02877,2025-06-19,Draft,Suburban Branch
2026-01-11 06:11:55.116553,Hana Khan 693,Hana Khan 693,0,2025-09-03,112.62,2026-01-11 06:11:55.116553,ACC-SINV-2026-02878,2025-07-31,Draft,Suburban Branch
2026-01-11 06:11:55.298489,Hana Khan 693,Hana Khan 693,0,2025-10-28,870.7,2026-01-11 06:11:55.298489,ACC-SINV-2026-02879,2025-09-09,Draft,Suburban Branch
2026-01-11 06:11:55.484337,Hana Khan 693,Hana Khan 693,0,2025-11-26,397.84,2026-01-11 06:11:55.484337,ACC-SINV-2026-02880,2025-10-12,Draft,Suburban Branch
2026-01-11 06:11:55.666043,Hana Khan 693,Hana Khan 693,0,2025-12-13,92.98,2026-01-11 06:11:55.666043,ACC-SINV-2026-02881,2025-11-02,Draft,Suburban Branch
2026-01-11 06:11:55.852533,Hana Khan 693,Hana Khan 693,0,2026-02-01,270.92,2026-01-11 06:11:55.852533,ACC-SINV-2026-02882,2025-12-16,Draft,Suburban Branch
2026-01-11 06:11:56.032607,Amina Siddiqui 852,Amina Siddiqui 852,0,2026-01-17,10342.25,2026-01-11 06:11:56.032607,ACC-SINV-2026-02883,2025-11-27,Draft,Industrial Branch
2026-01-11 06:11:56.221703,Amina Siddiqui 852,Amina Siddiqui 852,0,2026-02-19,228.52,2026-01-11 06:11:56.221703,ACC-SINV-2026-02884,2025-12-31,Draft,Industrial Branch
2026-01-11 06:11:56.420535,Tariq Siddiqui 255,Tariq Siddiqui 255,0,2025-05-14,680.4,2026-01-11 06:11:56.420535,ACC-SINV-2026-02885,2025-03-16,Draft,Southgate Branch
2026-01-11 06:11:56.608471,Tariq Siddiqui 255,Tariq Siddiqui 255,0,2025-06-02,1146.9,2026-01-11 06:11:56.608471,ACC-SINV-2026-02886,2025-04-16,Draft,Southgate Branch
