creation,customer_group,customer_name,customer_type,email_id,gender,mobile_no,modified,name,territory,website
2026-01-11 06:00:41.376260,Individual,Mohammad Uddin 101,Individual,mohammad.uddin7@gmail.com,Female,+8801549304346,2026-01-11 06:00:42.293470,Mohammad Uddin 101,Eastside Branch,at_risk
2026-01-11 05:58:34.836804,Individual,Mustafa Ahmed 391,Individual,mustafa.ahmed78@gmail.com,Male,+8801596198223,2026-01-11 05:58:35.193790,Mustafa Ahmed 391,Downtown Branch,churned
2026-01-11 06:01:12.995199,Individual,Mustafa Ahmed 724,Individual,mustafa.ahmed99@gmail.com,Male,+8801551196428,2026-01-11 06:01:13.981770,Mustafa Ahmed 724,Mall Branch,churned
2026-01-11 05:55:40.795649,Individual,Mustafa Akter 416,Individual,mustafa.akter33@gmail.com,Female,+8801772455135,2026-01-11 05:55:41.150681,Mustafa Akter 416,Eastside Branch,at_risk
2026-01-11 06:00:57.063717,Individual,Mustafa Ali 758,Individual,mustafa.ali17@gmail.com,Male,+8801472913345,2026-01-11 06:00:58.029694,Mustafa Ali 758,University Branch,active
2026-01-11 05:55:55.947546,Individual,Mustafa Begum 887,Individual,mustafa.begum17@gmail.com,Female,+8801424372323,2026-01-11 05:55:56.303430,Mustafa Begum 887,Eastside Branch,active
2026-01-11 05:57:49.110204,Individual,Mustafa Chowdhury 506,Individual,mustafa.chowdhury70@gmail.com,Female,+8801856106891,2026-01-11 05:57:49.469034,Mustafa Chowdhury 506,Suburban Branch,active
2026-01-11 05:58:14.354893,Individual,Mustafa Hassan 334,Individual,mustafa.hassan93@gmail.com,Male,+8801656697022,2026-01-11 05:58:14.735599,Mustafa Hassan 334,Mall Branch,active
2026-01-11 05:55:59.660191,Individual,Mustafa Islam 472,Individual,mustafa.islam9@gmail.com,Male,+8801550856524,2026-01-11 05:56:00.018602,Mustafa Islam 472,Suburban Branch,active
2026-01-11 05:59:27.732076,Individual,Mustafa Islam 678,Individual,mustafa.islam84@gmail.com,Female,+8801648900279,2026-01-11 05:59:28.089124,Mustafa Islam 678,University Branch,at_risk
2026-01-11 05:58:42.635482,Individual,Mustafa Islam 924,Individual,mustafa.islam30@gmail.com,Male,+8801816842439,2026-01-11 05:58:42.994872,Mustafa Islam 924,Westend Branch,active
2026-01-11 05:57:19.508100,Individual,Mustafa Khan 213,Individual,mustafa.khan95@gmail.com,Female,+8801322685650,2026-01-11 05:57:19.865373,Mustafa Khan 213,University Branch,at_risk
2026-01-11 06:00:55.409515,Individual,Mustafa Khan 376,Individual,mustafa.khan27@gmail.com,Female,+8801515478021,2026-01-11 06:00:55.821699,Mustafa Khan 376,Uptown Branch,active
2026-01-11 05:57:42.365178,Individual,Mustafa Khan 417,Individual,mustafa.khan68@gmail.com,Female,+8801697707339,2026-01-11 05:57:42.739610,Mustafa Khan 417,Downtown Branch,active
2026-01-11 05:57:57.817473,Individual,Mustafa Khan 842,Individual,mustafa.khan45@gmail.com,Male,+8801970092536,2026-01-11 05:57:58.179837,Mustafa Khan 842,Downtown Branch,active
2026-01-11 05:56:29.253834,Individual,Mustafa Khan 961,Individual,mustafa.khan50@gmail.com,Female,+8801675075016,2026-01-11 05:56:30.138550,Mustafa Khan 961,Westend Branch,active
2026-01-11 05:57:56.367083,Individual,Mustafa Malik 640,Individual,mustafa.malik20@gmail.com,Female,+8801719226254,2026-01-11 05:57:56.727637,Mustafa Malik 640,Downtown Branch,active
2026-01-11 06:01:27.224970,Individual,Mustafa Sheikh 103,Individual,mustafa.sheikh6@gmail.com,Male,+8801693338482,2026-01-11 06:01:27.633084,Mustafa Sheikh 103,Westend Branch,churned
2026-01-11 05:56:31.225560,Individual,Mustafa Sheikh 213,Individual,mustafa.sheikh99@gmail.com,Female,+8801452201508,2026-01-11 05:56:31.586738,Mustafa Sheikh 213,Uptown Branch,active
2026-01-11 05:57:16.266188,Individual,Mustafa Siddiqui 514,Individual,mustafa.siddiqui14@gmail.com,Female,+8801538920479,2026-01-11 05:57:16.625616,Mustafa Siddiqui 514,Downtown Branch,active
2026-01-11 05:58:56.998983,Individual,Mustafa Siddiqui 623,Individual,mustafa.siddiqui4@gmail.com,Female,+8801785834242,2026-01-11 05:58:57.957786,Mustafa Siddiqui 623,Westend Branch,active
2026-01-11 05:58:55.921295,Individual,Nadia Ali 506,Individual,nadia.ali78@gmail.com,Female,+8801547893300,2026-01-11 05:58:56.864829,Nadia Ali 506,Southgate Branch,churned
2026-01-11 05:56:12.358245,Individual,Nadia Chowdhury 224,Individual,nadia.chowdhury46@gmail.com,Female,+8801959543116,2026-01-11 05:56:12.720285,Nadia Chowdhury 224,Airport Branch,active
2026-01-11 05:56:00.629138,Individual,Nadia Chowdhury 574,Individual,nadia.chowdhury53@gmail.com,Female,+8801966458253,2026-01-11 05:56:00.985848,Nadia Chowdhury 574,Suburban Branch,at_risk
2026-01-11 06:01:22.676691,Individual,Nadia Khan 464,Individual,nadia.khan37@gmail.com,Male,+8801325674600,2026-01-11 06:01:23.650753,Nadia Khan 464,Westend Branch,at_risk
2026-01-11 05:57:48.307506,Individual,Nadia Khan 514,Individual,nadia.khan69@gmail.com,Female,+8801823906332,2026-01-11 05:57:48.668361,Nadia Khan 514,Uptown Branch,active
2026-01-11 05:59:14.528272,Individual,Nadia Khan 526,Individual,nadia.khan48@gmail.com,Male,+8801493695118,2026-01-11 05:59:15.416933,Nadia Khan 526,Suburban Branch,active
2026-01-11 05:58:45.001760,Individual,Nadia Malik 398,Individual,nadia.malik61@gmail.com,Female,+8801732849231,2026-01-11 05:58:45.412059,Nadia Malik 398,Airport Branch,active
2026-01-11 05:58:06.507390,Individual,Nadia Mirza 508,Individual,nadia.mirza34@gmail.com,Male,+8801488399604,2026-01-11 05:58:06.880532,Nadia Mirza 508,Airport Branch,active
2026-01-11 06:00:54.291465,Individual,Nadia Shah 810,Individual,nadia.shah50@gmail.com,Female,+8801445429150,2026-01-11 06:00:54.707677,Nadia Shah 810,University Branch,churned
2026-01-11 06:00:03.693623,Individual,Nadia Siddiqui 708,Individual,nadia.siddiqui35@gmail.com,Male,+8801915444698,2026-01-11 06:00:04.054782,Nadia Siddiqui 708,Suburban Branch,at_risk
2026-01-11 05:58:04.963443,Individual,Noura Ahmed 581,Individual,noura.ahmed25@gmail.com,Male,+8801468797938,2026-01-11 05:58:05.882267,Noura Ahmed 581,Uptown Branch,at_risk
2026-01-11 05:57:58.784044,Individual,Noura Ali 179,Individual,noura.ali25@gmail.com,Male,+8801575966126,2026-01-11 05:57:59.144760,Noura Ali 179,Eastside Branch,active
2026-01-11 05:56:16.141010,Individual,Noura Begum 974,Individual,noura.begum67@gmail.com,Female,+8801497413589,2026-01-11 05:56:17.030331,Noura Begum 974,Westend Branch,active
2026-01-11 05:59:52.519074,Individual,Noura Chowdhury 975,Individual,noura.chowdhury79@gmail.com,Female,+8801323445620,2026-01-11 05:59:52.886856,Noura Chowdhury 975,Westend Branch,at_risk
2026-01-11 05:56:19.128606,Individual,Noura Hassan 973,Individual,noura.hassan30@gmail.com,Female,+8801919245695,2026-01-11 05:56:19.487684,Noura Hassan 973,Downtown Branch,active
2026-01-11 05:56:55.519399,Individual,Noura Islam 668,Individual,noura.islam45@gmail.com,Male,+8801405860884,2026-01-11 05:56:56.403800,Noura Islam 668,Mall Branch,active
2026-01-11 05:57:58.302965,Individual,Noura Mirza 251,Individual,noura.mirza99@gmail.com,Female,+8801971902963,2026-01-11 05:57:58.661590,Noura Mirza 251,Downtown Branch,active
2026-01-11 05:57:34.814517,Individual,Noura Rahman 655,Individual,noura.rahman60@gmail.com,Male,+8801839927654,2026-01-11 05:57:35.699655,Noura Rahman 655,Eastside Branch,active
2026-01-11 05:56:41.744513,Individual,Noura Rahman 727,Individual,noura.rahman83@gmail.com,Female,+8801535660544,2026-01-11 05:56:42.659384,Noura Rahman 727,Uptown Branch,active
2026-01-11 05:57:11.029631,Individual,Noura Siddiqui 668,Individual,noura.siddiqui38@gmail.com,Female,+8801424714411,2026-01-11 05:57:11.915392,Noura Siddiqui 668,Southgate Branch,active
2026-01-11 06:00:39.772762,Individual,Noura Uddin 971,Individual,noura.uddin85@gmail.com,Female,+8801852078762,2026-01-11 06:00:40.709156,Noura Uddin 971,University Branch,at_risk
2026-01-11 05:58:49.359743,Individual,Omar Ahmed 365,Individual,omar.ahmed58@gmail.com,Male,+8801572691541,2026-01-11 05:58:49.774835,Omar Ahmed 365,Mall Branch,churned
2026-01-11 05:58:39.148119,Individual,Omar Ahmed 581,Individual,omar.ahmed23@gmail.com,Male,+8801871947679,2026-01-11 05:58:39.516407,Omar Ahmed 581,Airport Branch,active
2026-01-11 05:58:12.335378,Individual,Omar Begum 428,Individual,omar.begum33@gmail.com,Male,+8801337634341,2026-01-11 05:58:13.213497,Omar Begum 428,Southgate Branch,active
2026-01-11 05:57:47.349156,Individual,Omar Begum 669,Individual,omar.begum86@gmail.com,Female,+8801456022607,2026-01-11 05:57:47.706224,Omar Begum 669,Suburban Branch,active
2026-01-11 05:56:46.642754,Individual,Omar Chowdhury 727,Individual,omar.chowdhury60@gmail.com,Female,+8801833820787,2026-01-11 05:56:47.533316,Omar Chowdhury 727,Southgate Branch,active
2026-01-11 05:55:58.209520,Individual,Omar Chowdhury 989,Individual,omar.chowdhury12@gmail.com,Male,+8801722891021,2026-01-11 05:55:58.568950,Omar Chowdhury 989,Eastside Branch,at_risk
2026-01-11 05:55:44.540061,Individual,Omar Hassan 284,Individual,omar.hassan1@gmail.com,Female,+8801338682261,2026-01-11 05:55:44.901048,Omar Hassan 284,Downtown Branch,active
2026-01-11 05:56:04.329445,Individual,Omar Hossain 207,Individual,omar.hossain19@gmail.com,Male,+8801531488561,2026-01-11 05:56:05.236730,Omar Hossain 207,Eastside Branch,active
2026-01-11 05:57:15.303255,Individual,Omar Hossain 507,Individual,omar.hossain8@gmail.com,Female,+8801357771109,2026-01-11 05:57:15.663984,Omar Hossain 507,Airport Branch,at_risk
2026-01-11 05:59:07.210455,Individual,Omar Hossain 892,Individual,omar.hossain34@gmail.com,Male,+8801817122843,2026-01-11 05:59:07.569963,Omar Hossain 892,Downtown Branch,active
2026-01-11 05:55:45.509687,Individual,Omar Rahman 631,Individual,omar.rahman94@gmail.com,Female,+8801637520182,2026-01-11 05:55:46.393932,Omar Rahman 631,Downtown Branch,active
2026-01-11 05:55:49.817435,Individual,Omar Rahman 792,Individual,omar.rahman38@gmail.com,Female,+8801387626031,2026-01-11 05:55:50.712732,Omar Rahman 792,Westend Branch,churned
2026-01-11 06:01:29.223952,Individual,Omar Shah 906,Individual,omar.shah36@gmail.com,Male,+8801777770502,2026-01-11 06:01:29.634599,Omar Shah 906,Suburban Branch,churned
2026-01-11 06:00:05.717480,Individual,Omar Sheikh 890,Individual,omar.sheikh98@gmail.com,Female,+8801904605386,2026-01-11 06:00:06.612524,Omar Sheikh 890,Suburban Branch,active
2026-01-11 06:00:20.526171,Individual,Omar Siddiqui 435,Individual,omar.siddiqui40@gmail.com,Female,+8801677778783,2026-01-11 06:00:20.890855,Omar Siddiqui 435,University Branch,active
2026-01-11 05:59:17.525829,Individual,Omar Uddin 267,Individual,omar.uddin94@gmail.com,Male,+8801888715610,2026-01-11 05:59:17.888173,Omar Uddin 267,Westend Branch,active
2026-01-11 05:59:41.196127,Individual,Omar Uddin 799,Individual,omar.uddin83@gmail.com,Female,+8801881153067,2026-01-11 05:59:41.550134,Omar Uddin 799,University Branch,active
2026-01-11 05:59:49.990135,Individual,Omar Uddin 850,Individual,omar.uddin57@gmail.com,Male,+8801838055382,2026-01-11 05:59:50.875149,Omar Uddin 850,Southgate Branch,at_risk
2026-01-11 06:01:26.662597,Individual,Omar Uddin 924,Individual,omar.uddin63@gmail.com,Female,+8801925027915,2026-01-11 06:01:27.095784,Omar Uddin 924,Suburban Branch,churned
2026-01-11 00:18:04.695023,Demo Customer Group,Palmer Productions Ltd.,Company,,,,2026-01-11 00:18:04.695023,Palmer Productions Ltd.,,
2026-01-11 06:01:33.594090,Individual,Rahman Ahmed 430,Individual,rahman.ahmed62@gmail.com,Female,+8801992423532,2026-01-11 06:01:34.523219,Rahman Ahmed 430,Eastside Branch,active
2026-01-11 06:01:28.137653,Individual,Rahman Ahmed 530,Individual,rahman.ahmed98@gmail.com,Male,+8801861288888,2026-01-11 06:01:29.088773,Rahman Ahmed 530,Industrial Branch,active
2026-01-11 06:01:01.992733,Individual,Rahman Ahmed 880,Individual,rahman.ahmed12@gmail.com,Male,+8801485183237,2026-01-11 06:01:02.438205,Rahman Ahmed 880,Industrial Branch,active
2026-01-11 05:56:19.610013,Individual,Rahman Akter 339,Individual,rahman.akter21@gmail.com,Male,+8801511194313,2026-01-11 05:56:19.967578,Rahman Akter 339,Suburban Branch,at_risk
2026-01-11 05:57:53.075323,Individual,Rahman Akter 510,Individual,rahman.akter67@gmail.com,Female,+8801350552029,2026-01-11 05:57:53.439338,Rahman Akter 510,Eastside Branch,at_risk
2026-01-11 05:59:49.503704,Individual,Rahman Ali 606,Individual,rahman.ali95@gmail.com,Male,+8801690142500,2026-01-11 05:59:49.865520,Rahman Ali 606,Eastside Branch,active
2026-01-11 06:01:09.578645,Individual,Rahman Begum 805,Individual,rahman.begum96@gmail.com,Female,+8801650091220,2026-01-11 06:01:10.547212,Rahman Begum 805,Eastside Branch,active
2026-01-11 05:57:13.854949,Individual,Rahman Chowdhury 122,Individual,rahman.chowdhury20@gmail.com,Female,+8801379926140,2026-01-11 05:57:14.212110,Rahman Chowdhury 122,Mall Branch,active
2026-01-11 05:57:08.088925,Individual,Rahman Chowdhury 621,Individual,rahman.chowdhury63@gmail.com,Female,+8801407728309,2026-01-11 05:57:08.447473,Rahman Chowdhury 621,University Branch,active
2026-01-11 05:56:06.366575,Individual,Rahman Chowdhury 651,Individual,rahman.chowdhury9@gmail.com,Male,+8801690378387,2026-01-11 05:56:06.725214,Rahman Chowdhury 651,Downtown Branch,active
2026-01-11 06:01:20.379003,Individual,Rahman Hassan 329,Individual,rahman.hassan67@gmail.com,Male,+8801404237753,2026-01-11 06:01:20.824408,Rahman Hassan 329,Eastside Branch,at_risk
2026-01-11 05:59:40.227039,Individual,Rahman Hossain 143,Individual,rahman.hossain92@gmail.com,Female,+8801775766311,2026-01-11 05:59:40.586682,Rahman Hossain 143,Eastside Branch,active
2026-01-11 05:59:10.126361,Individual,Rahman Islam 886,Individual,rahman.islam47@gmail.com,Female,+8801473263140,2026-01-11 05:59:11.024740,Rahman Islam 886,Southgate Branch,active
2026-01-11 05:59:41.674007,Individual,Rahman Khan 920,Individual,rahman.khan96@gmail.com,Male,+8801895353590,2026-01-11 05:59:42.551499,Rahman Khan 920,Mall Branch,churned
2026-01-11 05:56:28.766070,Individual,Rahman Rahman 334,Individual,rahman.rahman75@gmail.com,Male,+8801301448642,2026-01-11 05:56:29.131106,Rahman Rahman 334,Westend Branch,active
2026-01-11 05:56:02.389718,Individual,Rahman Rahman 691,Individual,rahman.rahman95@gmail.com,Male,+8801756432825,2026-01-11 05:56:02.754120,Rahman Rahman 691,Southgate Branch,active
2026-01-11 05:58:02.665929,Individual,Rahman Rahman 776,Individual,rahman.rahman33@gmail.com,Male,+8801684018454,2026-01-11 05:58:03.026171,Rahman Rahman 776,Downtown Branch,at_risk
2026-01-11 05:56:33.250639,Individual,Rahman Shah 568,Individual,rahman.shah17@gmail.com,Male,+8801462187272,2026-01-11 05:56:33.607004,Rahman Shah 568,Airport Branch,churned
2026-01-11 06:00:18.991281,Individual,Rahman Siddiqui 467,Individual,rahman.siddiqui74@gmail.com,Female,+8801757550638,2026-01-11 06:00:19.354889,Rahman Siddiqui 467,Mall Branch,active
2026-01-11 05:57:55.076421,Individual,Rahman Uddin 388,Individual,rahman.uddin37@gmail.com,Female,+8801818271336,2026-01-11 05:57:55.441525,Rahman Uddin 388,Downtown Branch,at_risk
2026-01-11 05:59:07.693552,Individual,Rahman Uddin 491,Individual,rahman.uddin11@gmail.com,Male,+8801694270150,2026-01-11 05:59:08.056258,Rahman Uddin 491,Industrial Branch,active
2026-01-11 05:57:49.593601,Individual,Rahman Uddin 507,Individual,rahman.uddin71@gmail.com,Female,+8801701969043,2026-01-11 05:57:50.488570,Rahman Uddin 507,Southgate Branch,active
2026-01-11 06:00:00.302911,Individual,Rahman Uddin 649,Individual,rahman.uddin93@gmail.com,Female,+8801325544797,2026-01-11 06:00:00.693913,Rahman Uddin 649,University Branch,active
2026-01-11 06:00:01.146200,Individual,Rania Akter 268,Individual,rania.akter83@gmail.com,Male,+8801835741982,2026-01-11 06:00:02.065847,Rania Akter 268,Uptown Branch,churned
2026-01-11 05:59:56.815701,Individual,Rania Akter 611,Individual,rania.akter54@gmail.com,Male,+8801860494891,2026-01-11 05:59:57.702573,Rania Akter 611,Mall Branch,active
2026-01-11 05:59:30.710040,Individual,Rania Ali 743,Individual,rania.ali89@gmail.com,Female,+8801348890633,2026-01-11 05:59:31.069212,Rania Ali 743,Downtown Branch,active
2026-01-11 05:55:54.937338,Individual,Rania Begum 467,Individual,rania.begum55@gmail.com,Female,+8801648195845,2026-01-11 05:55:55.825148,Rania Begum 467,Industrial Branch,active
2026-01-11 06:00:49.802183,Individual,Rania Begum 817,Individual,rania.begum92@gmail.com,Female,+8801894509561,2026-01-11 06:00:50.693750,Rania Begum 817,Mall Branch,active
2026-01-11 05:59:06.396442,Individual,Rania Hossain 268,Individual,rania.hossain20@gmail.com,Female,+8801567691992,2026-01-11 05:59:06.762478,Rania Hossain 268,University Branch,active
2026-01-11 05:58:28.445896,Individual,Rania Hossain 521,Individual,rania.hossain27@gmail.com,Female,+8801334226283,2026-01-11 05:58:28.806319,Rania Hossain 521,Uptown Branch,active
2026-01-11 05:58:37.133119,Individual,Rania Hossain 802,Individual,rania.hossain47@gmail.com,Male,+8801439951225,2026-01-11 05:58:38.013379,Rania Hossain 802,Westend Branch,churned
2026-01-11 06:01:19.796078,Individual,Rania Islam 419,Individual,rania.islam34@gmail.com,Female,+8801686575881,2026-01-11 06:01:20.228988,Rania Islam 419,Southgate Branch,active
2026-01-11 05:59:28.211103,Individual,Rania Khan 845,Individual,rania.khan85@gmail.com,Male,+8801702080846,2026-01-11 05:59:29.097746,Rania Khan 845,Uptown Branch,active
2026-01-11 05:59:44.659156,Individual,Rania Malik 386,Individual,rania.malik63@gmail.com,Male,+8801935884359,2026-01-11 05:59:45.559154,Rania Malik 386,Airport Branch,active
2026-01-11 05:55:41.758999,Individual,Rania Mirza 441,Individual,rania.mirza31@gmail.com,Female,+8801816615513,2026-01-11 05:55:42.125372,Rania Mirza 441,Mall Branch,at_risk
2026-01-11 05:56:22.483790,Individual,Rania Mirza 866,Individual,rania.mirza41@gmail.com,Female,+8801431744700,2026-01-11 05:56:22.848486,Rania Mirza 866,Westend Branch,at_risk
2026-01-11 05:56:39.084292,Individual,Rania Mirza 915,Individual,rania.mirza61@gmail.com,Female,+8801463879752,2026-01-11 05:56:39.497483,Rania Mirza 915,University Branch,active
2026-01-11 06:01:23.791903,Individual,Rania Rahman 394,Individual,rania.rahman70@gmail.com,Male,+8801860630956,2026-01-11 06:01:24.774343,Rania Rahman 394,Southgate Branch,active
2026-01-11 05:57:29.888867,Individual,Rania Shah 428,Individual,rania.shah46@gmail.com,Female,+8801822984730,2026-01-11 05:57:30.775660,Rania Shah 428,University Branch,at_risk
2026-01-11 06:01:08.595236,Individual,Rania Siddiqui 598,Individual,rania.siddiqui18@gmail.com,Male,+8801955204263,2026-01-11 06:01:09.067759,Rania Siddiqui 598,Mall Branch,active
2026-01-11 05:56:43.102003,Individual,Rashid Ahmed 224,Individual,rashid.ahmed45@gmail.com,Female,+8801329719969,2026-01-11 05:56:44.014065,Rashid Ahmed 224,Eastside Branch,at_risk
2026-01-11 05:58:49.901613,Individual,Rashid Ahmed 236,Individual,rashid.ahmed1@gmail.com,Female,+8801713623934,2026-01-11 05:58:50.832422,Rashid Ahmed 236,Southgate Branch,active
2026-01-11 05:57:40.551003,Individual,Rashid Akter 377,Individual,rashid.akter2@gmail.com,Male,+8801837500356,2026-01-11 05:57:40.911744,Rashid Akter 377,Airport Branch,active
2026-01-11 05:56:25.424192,Individual,Rashid Akter 626,Individual,rashid.akter76@gmail.com,Male,+8801453895590,2026-01-11 05:56:25.783940,Rashid Akter 626,Uptown Branch,active
2026-01-11 05:56:05.359575,Individual,Rashid Begum 579,Individual,rashid.begum91@gmail.com,Male,+8801994928516,2026-01-11 05:56:06.242937,Rashid Begum 579,Westend Branch,churned
2026-01-11 05:56:17.153876,Individual,Rashid Begum 605,Individual,rashid.begum4@gmail.com,Female,+8801583431488,2026-01-11 05:56:18.044165,Rashid Begum 605,Industrial Branch,at_risk
2026-01-11 05:56:58.835487,Individual,Rashid Hassan 721,Individual,rashid.hassan5@gmail.com,Male,+8801835674416,2026-01-11 05:56:59.712199,Rashid Hassan 721,Industrial Branch,active
2026-01-11 05:56:45.635267,Individual,Rashid Malik 140,Individual,rashid.malik45@gmail.com,Male,+8801388448575,2026-01-11 05:56:46.517678,Rashid Malik 140,Mall Branch,active
2026-01-11 05:59:02.859364,Individual,Rashid Malik 686,Individual,rashid.malik46@gmail.com,Female,+8801482117265,2026-01-11 05:59:03.742839,Rashid Malik 686,Downtown Branch,active
2026-01-11 05:58:06.007702,Individual,Rashid Mirza 568,Individual,rashid.mirza50@gmail.com,Female,+8801416252106,2026-01-11 05:58:06.378292,Rashid Mirza 568,Downtown Branch,active
2026-01-11 05:58:27.428270,Individual,Rashid Mirza 918,Individual,rashid.mirza13@gmail.com,Male,+8801548549589,2026-01-11 05:58:28.322428,Rashid Mirza 918,Downtown Branch,active
2026-01-11 05:56:11.391025,Individual,Rashid Rahman 279,Individual,rashid.rahman75@gmail.com,Male,+8801321704579,2026-01-11 05:56:11.749933,Rashid Rahman 279,Airport Branch,active
2026-01-11 06:01:34.667497,Individual,Rashid Rahman 547,Individual,rashid.rahman81@gmail.com,Female,+8801774489661,2026-01-11 06:01:35.080757,Rashid Rahman 547,Suburban Branch,at_risk
2026-01-11 05:59:55.854929,Individual,Rashid Rahman 889,Individual,rashid.rahman84@gmail.com,Male,+8801714942668,2026-01-11 05:59:56.213734,Rashid Rahman 889,Industrial Branch,active
2026-01-11 05:58:31.193594,Individual,Rashid Siddiqui 987,Individual,rashid.siddiqui22@gmail.com,Male,+8801545634921,2026-01-11 05:58:31.555702,Rashid Siddiqui 987,Southgate Branch,at_risk
2026-01-11 05:57:23.500566,Individual,Salma Ahmed 437,Individual,salma.ahmed8@gmail.com,Female,+8801400090437,2026-01-11 05:57:24.380070,Salma Ahmed 437,Uptown Branch,active
2026-01-11 05:58:42.149922,Individual,Salma Ahmed 914,Individual,salma.ahmed91@gmail.com,Male,+8801957612125,2026-01-11 05:58:42.511079,Salma Ahmed 914,University Branch,active
2026-01-11 05:58:08.009413,Individual,Salma Akter 225,Individual,salma.akter16@gmail.com,Male,+8801589471895,2026-01-11 05:58:08.905308,Salma Akter 225,Westend Branch,active
2026-01-11 05:57:45.848065,Individual,Salma Akter 450,Individual,salma.akter93@gmail.com,Male,+8801974763550,2026-01-11 05:57:46.742979,Salma Akter 450,Westend Branch,active
2026-01-11 06:01:14.117895,Individual,Salma Akter 595,Individual,salma.akter62@gmail.com,Female,+8801863784802,2026-01-11 06:01:15.077527,Salma Akter 595,Downtown Branch,active
2026-01-11 06:00:11.590305,Individual,Salma Ali 165,Individual,salma.ali86@gmail.com,Male,+8801988030321,2026-01-11 06:00:11.985080,Salma Ali 165,University Branch,at_risk
2026-01-11 05:58:18.181216,Individual,Salma Ali 850,Individual,salma.ali69@gmail.com,Male,+8801747451906,2026-01-11 05:58:18.539664,Salma Ali 850,Southgate Branch,churned
2026-01-11 05:58:20.595512,Individual,Salma Begum 454,Individual,salma.begum66@gmail.com,Male,+8801852130594,2026-01-11 05:58:20.954721,Salma Begum 454,University Branch,active
2026-01-11 05:57:28.866494,Individual,Salma Malik 135,Individual,salma.malik41@gmail.com,Male,+8801520086327,2026-01-11 05:57:29.764210,Salma Malik 135,Southgate Branch,active
2026-01-11 06:00:58.174594,Individual,Salma Malik 950,Individual,salma.malik13@gmail.com,Female,+8801959219014,2026-01-11 06:00:59.142930,Salma Malik 950,Southgate Branch,active
2026-01-11 05:59:32.207100,Individual,Salma Mirza 738,Individual,salma.mirza41@gmail.com,Female,+8801430812529,2026-01-11 05:59:32.568364,Salma Mirza 738,Uptown Branch,churned
2026-01-11 06:01:11.887671,Individual,Salma Shah 506,Individual,salma.shah39@gmail.com,Female,+8801615619409,2026-01-11 06:01:12.851619,Salma Shah 506,Industrial Branch,active
2026-01-11 05:56:06.847929,Individual,Salma Sheikh 153,Individual,salma.sheikh73@gmail.com,Female,+8801668484686,2026-01-11 05:56:07.733879,Salma Sheikh 153,Suburban Branch,at_risk
2026-01-11 06:01:40.444172,Individual,Salma Sheikh 685,Individual,salma.sheikh87@gmail.com,Female,+8801309822286,2026-01-11 06:01:41.377380,Salma Sheikh 685,University Branch,active
2026-01-11 05:58:28.928886,Individual,Salma Sheikh 997,Individual,salma.sheikh3@gmail.com,Female,+8801700573316,2026-01-11 05:58:29.296006,Salma Sheikh 997,Industrial Branch,at_risk
2026-01-11 06:01:10.680297,Individual,Salma Siddiqui 466,Individual,salma.siddiqui23@gmail.com,Male,+8801319154149,2026-01-11 06:01:11.143607,Salma Siddiqui 466,Downtown Branch,active
2026-01-11 05:57:33.354890,Individual,Samira Ahmed 151,Individual,samira.ahmed49@gmail.com,Female,+8801689385975,2026-01-11 05:57:33.724573,Samira Ahmed 151,Westend Branch,at_risk
2026-01-11 05:58:32.908561,Individual,Samira Ahmed 304,Individual,samira.ahmed7@gmail.com,Male,+8801704687519,2026-01-11 05:58:32.999093,Samira Ahmed 304,University Branch,active
2026-01-11 06:00:59.870747,Individual,Samira Akter 966,Individual,samira.akter24@gmail.com,Male,+8801995674656,2026-01-11 06:01:00.829157,Samira Akter 966,Downtown Branch,churned
2026-01-11 05:57:57.334880,Individual,Samira Begum 455,Individual,samira.begum63@gmail.com,Male,+8801584881985,2026-01-11 05:57:57.693867,Samira Begum 455,Industrial Branch,churned
2026-01-11 05:55:45.024090,Individual,Samira Begum 810,Individual,samira.begum84@gmail.com,Female,+8801677998168,2026-01-11 05:55:45.386019,Samira Begum 810,Southgate Branch,active
2026-01-11 05:56:31.710008,Individual,Samira Hossain 810,Individual,samira.hossain49@gmail.com,Female,+8801714178234,2026-01-11 05:56:32.596381,Samira Hossain 810,Mall Branch,active
2026-01-11 05:58:54.890532,Individual,Samira Islam 495,Individual,samira.islam33@gmail.com,Female,+8801330569428,2026-01-11 05:58:55.253368,Samira Islam 495,Southgate Branch,active
2026-01-11 05:58:33.603979,Individual,Samira Islam 664,Individual,samira.islam80@gmail.com,Female,+8801978101670,2026-01-11 05:58:34.501735,Samira Islam 664,Uptown Branch,active
2026-01-11 05:57:18.712553,Individual,Samira Islam 881,Individual,samira.islam77@gmail.com,Female,+8801694236510,2026-01-11 05:57:19.070036,Samira Islam 881,Westend Branch,active
2026-01-11 05:56:51.951737,Individual,Samira Khan 600,Individual,samira.khan15@gmail.com,Male,+8801627129820,2026-01-11 05:56:52.316308,Samira Khan 600,Southgate Branch,churned
2026-01-11 06:01:07.458932,Individual,Samira Malik 948,Individual,samira.malik37@gmail.com,Female,+8801354964652,2026-01-11 06:01:08.434160,Samira Malik 948,Eastside Branch,active
2026-01-11 06:01:01.380771,Individual,Samira Shah 154,Individual,samira.shah5@gmail.com,Female,+8801343400008,2026-01-11 06:01:01.830144,Samira Shah 154,Suburban Branch,churned
